Crater name ,Interior volume
Pythagoras K,68.26
Fauth,68.09
Lohrmann A,68.09
Rabbi Levi L,68.09
Zeno W,68.09
Mee S,67.92
Phillips F,67.92
Boussingault R,67.75
Neander R,67.75
Rabbi Levi R,67.75
Bernoulli D,67.58
Faraday H,67.58
Franck,67.58
Maury P,67.58
Regiomontanus U,67.58
Horrebow B,67.41
Korolev G,67.24
Lockyer J,67.24
Rosenberger H,67.24
Kastner E,67.07
de Gasparis B,66.9
Lindenau H,66.9
Bohnenberger E,66.73
Sirsalis J,66.73
Snellius E,66.73
Mee F,66.56
Jansky H,66.39
Tycho X,66.39
Helmholtz B,66.22
Thomson V,66.22
Cleomedes F,66.06
Joliot P,66.06
Balandin,65.89
Capella M,65.72
Cauchy,65.72
Euclides,65.72
Grimaldi G,65.72
Neander S,65.72
Cavalerius M,65.55
Eimmart D,65.39
Furnerius Y,65.39
Ganskiy K,65.39
Janssen L,65.39
Albategnius H,65.22
Bohnenberger G,65.22
Capella A,65.06
Mercurius B,65.06
Young A,65.06
Cyrillus C,64.89
Licetus B,64.89
Proclus D,64.72
Walther E,64.72
Curtius A,64.56
Democritus B,64.39
Inghirami S,64.23
Kirch,64.23
Plutarch M,64.23
Apollonius J,64.06
Mutus O,64.06
Wurzelbauer S,64.06
Bouvard S,63.9
Lagrange D,63.9
Pentland K,63.74
Bessarion B,63.57
Dubyago J,63.57
Gambart C,63.57
Hayn S,63.57
Proctor D,63.57
Sinas,63.57
Auzout D,63.41
Brown B,63.41
Maginus B,63.41
Watt R,63.41
Hartmann K,63.25
Pitatus Q,63.25
Pico B,62.92
Porter C,62.92
Vitello H,62.92
Doppelmayer B,62.76
Sulpicius Gallus,62.6
Chaucer P,62.44
Fracastorius J,62.44
Mutus N,62.44
Romer Z,62.44
Mason C,62.27
Wilhelm P,62.27
Lampland B,62.11
Pitiscus F,62.11
Shuckburgh C,62.11
Holden V,61.95
Gambart A,61.79
Lagalla N,61.79
Main N,61.79
Mercurius L,61.79
Chauvenet P,61.63
Donati B,61.63
Walther X,61.63
Sacrobosco T,61.47
Wohler C,61.47
Holden W,61.31
Apianus T,61.15
Wargentin L,61.15
Vega G,61.15
Cichus C,60.99
Ibn Battuta,60.99
Parkhurst K,60.99
Kepler C,60.84
Censorinus Z,60.68
Jeans B,60.68
Vlacq K,60.68
Deluc E,60.52
Firmicus D,60.52
Messala C,60.52
Agatharchides C,60.2
Rheita A,60.2
Thales G,60.2
Capuanus L,60.04
Rabbi Levi A,60.04
Wapowski,60.04
Kinau M,59.89
Rabbi Levi G,59.89
Zeno G,59.89
Eddington P,59.73
Macrobius F,59.73
Ramsden H,59.73
Rosse,59.73
Piccolomini P,59.57
Porter B,59.57
Wurzelbauer N,59.57
Burg A,59.42
Malapert F,59.42
Zagut O,59.42
Donner Z,59.26
Zagut A,59.26
Flamsteed A,59.11
Lebesgue,59.11
Scheiner J,59.11
Ball F,58.95
Flammarion U,58.95
Manzinus J,58.95
Baillaud C,58.64
Godin B,58.49
Lagrange S,58.49
De Vico AA,58.33
Galle C,58.33
Sasserides M,58.33
Pasteur M,58.18
Wright A,58.18
Miller B,58.02
Rabbi Levi M,58.02
Berosus A,57.87
Lamb E,57.87
Behaim T,57.72
Hedin K,57.72
Sosigenes A,57.56
Braude,57.41
Walther S,57.41
Alpetragius N,57.26
Epigenes B,57.26
Grimaldi T,57.26
Censorinus E,57.11
Pythagoras L,56.95
Arminski D,56.8
Fontana D,56.8
Pons F,56.8
Stevinus G,56.8
C. Mayer E,56.65
Zeno P,56.65
Turner,56.5
Furnerius A,56.35
Kopff E,56.35
Lade M,56.35
Polybius T,56.35
Walther A,56.35
Hanno Z,56.2
La Caille N,56.2
Andel W,56.05
Petavius C,56.05
Segner E,56.05
Zahringer,56.05
Kinau Q,55.9
Boethius,55.75
Capella C,55.75
Galilaei A,55.75
Kircher C,55.75
Maclaurin D,55.75
Reimarus H,55.75
Desargues D,55.6
Eichstadt G,55.6
Hilbert S,55.6
Hecataeus A,55.45
Rothmann H,55.45
Tralles B,55.45
Burckhardt B,55.3
Campanus A,55.3
Fontana A,55.3
La Caille D,55.3
Piccolomini B,55.3
Rosenberger E,55.3
Schmidt,55.15
Adams C,55
Reichenbach X,55
Marius B,54.85
Curie K,54.71
Posidonius A,54.71
Purbach D,54.71
Snellius Y,54.71
Liebig A,54.56
Poisson B,54.56
Marius C,54.41
Regiomontanus F,54.41
Fontenelle F,54.26
Goodacre K,54.26
Vlacq H,54.26
Goddard A,54.12
Dollond,53.82
Pentland E,53.82
Saenger R,53.82
Messier A,53.68
Piazzi F,53.68
Struve C,53.68
Capella G,53.53
De Sitter X,53.53
Purbach J,53.53
Ramsden G,53.53
Lame H,53.24
Pontecoulant M,53.24
Grimaldi S,53.09
Natasha,52.95
Condorcet U,52.81
Dubyago V,52.81
Endymion F,52.81
Bailly N,52.66
Fourier B,52.66
Philolaus E,52.66
Hainzel H,52.52
Erlanger,52.37
Vendelinus Y,52.37
Nearch E,52.23
Vitello B,52.23
Sasserides H,52.09
Billy D,51.94
Cameron,51.94
Rabbi Levi D,51.8
Schiller A,51.8
Becvar D,51.66
Encke B,51.66
Manzinus S,51.52
Blancanus K,51.37
Desargues C,51.37
Hipparchus K,51.37
Poisson D,51.37
Riccius P,51.23
Gartner M,51.09
Berzelius F,50.95
Borda H,50.95
Lyot B,50.95
Gambart B,50.81
Boole D,50.67
Eichstadt H,50.67
Hecataeus N,50.67
Brenner R,50.39
Apollonius N,50.25
Capuanus B,50.25
Nicolai L,50.25
Philolaus B,50.25
Cuvier P,50.11
Maginus O,50.11
Drebbel D,49.97
Bohnenberger P,49.69
Krafft M,49.69
Louville DA,49.69
Neander D,49.69
Rheita L,49.55
Wurzelbauer E,49.55
Avery,49.42
Naumann B,49.42
Reichenbach H,49.28
Reichenbach K,49.28
Santbech N,49.28
Saussure E,49.28
Dubyago T,49.14
Hecataeus J,49.14
Wurzelbauer G,49.14
Kepler A,49
Neander A,49
Argelander D,48.86
Ideler A,48.86
Plato H,48.86
Cleomedes B,48.73
Geminus M,48.73
Maginus L,48.73
Cuvier O,48.59
Alpes A,48.45
Carlini,48.45
Cavendish A,48.45
Macrobius C,48.45
Tycho J,48.45
Schomberger F,48.32
Arnold G,48.18
Proclus L,48.18
Thebit L,48.18
Noggerath M,48.05
Fermat B,47.91
Jenner M,47.91
Endymion W,47.78
Fraunhofer G,47.78
Lagrange H,47.78
Reichenbach Q,47.78
Metius D,47.64
Cusanus G,47.24
Hedin C,47.24
Hyginus N,47.24
Laplace D,47.24
Maurolycus M,47.24
Barocius H,47.1
Bohnenberger W,47.1
Fabbroni,46.97
Lubbock D,46.97
Condorcet M,46.84
Lepaute K,46.84
Lohrmann F,46.84
Doppelmayer H,46.7
Crozier H,46.57
Palmieri J,46.57
Hagecius M,46.31
Hedin L,46.31
Hedin V,46.31
Rhaeticus A,46.31
Zach J,46.31
Beaumont D,46.17
Fourier G,46.17
Hommel R,46.17
Nicolai G,46.17
Pons M,46.17
Thales H,46.17
Doppelmayer Z,46.04
Lepaute E,46.04
Maginus P,46.04
Rankine,46.04
Zucchius K,46.04
Maupertuis C,45.91
Scaliger U,45.91
Vieta Y,45.91
Bettinus D,45.78
Cyrillus E,45.78
Lansberg D,45.78
Pontanus F,45.78
Gauss E,45.65
Rutherfurd A,45.65
Torricelli A,45.65
Vlacq E,45.52
Hommel HA,45.39
Lame F,45.39
Licetus S,45.39
Byrgius U,45.25
Licetus G,45.25
Plato L,45.25
Torricelli C,45.25
Arnold F,45.12
Abbot,44.99
Ariadaeus,44.99
Scoresby W,44.99
Heaviside E,44.86
Lexell K,44.86
Longomontanus N,44.86
Scheiner M,44.86
Sheepshanks C,44.86
Wilhelm X,44.86
Mercurius J,44.74
Demonax C,44.61
Harpalus G,44.61
Rocca S,44.61
De La Rue Q,44.48
Licetus J,44.48
Phocylides S,44.48
Rothmann W,44.48
Zollner J,44.48
Ansgarius P,44.35
Metius C,44.35
Phillips E,44.35
Pictet F,44.35
Schluter Z,44.35
Gassendi O,44.22
Licetus H,44.22
Neper H,44.22
Petermann B,44.22
Sundman J,44.22
Gaudibert H,44.09
Lubbock G,44.09
Aliacensis W,43.96
Liebig H,43.96
Rheita P,43.96
Albategnius K,43.84
Capuanus C,43.84
Condorcet G,43.84
Cuvier H,43.84
Kundt,43.84
Licetus C,43.84
Alfraganus C,43.71
Censorinus D,43.71
Krasnov C,43.71
Lagalla K,43.71
Cavendish B,43.58
Hilbert A,43.45
Lohrmann D,43.45
Maginus S,43.45
Sasserides D,43.45
Zasyadko,43.33
Anville,43.2
Cusanus E,43.08
Schiller K,43.08
Schiller L,43.08
Street G,43.08
Geminus B,42.95
Ansgarius N,42.82
Aratus,42.82
Klaproth L,42.82
Beaumont M,42.7
Epimenides B,42.7
Hagecius S,42.7
Hartwig B,42.7
Hedin Z,42.7
Apianus B,42.57
Geiger K,42.57
Tacitus A,42.57
Condorcet S,42.45
Deluc N,42.45
Nicolai M,42.45
Riccius X,42.45
Furnerius T,42.32
Guericke S,42.32
Weigel E,42.32
Dollond W,42.2
La Condamine C,42.2
Nonius A,42.2
Raman,42.07
Taruntius F,41.95
La Caille G,41.83
Piccolomini O,41.83
Pitiscus A,41.83
Doppelmayer A,41.7
Euclides C,41.7
Weinek B,41.58
Apollonius L,41.46
Haidinger G,41.46
Parrot R,41.46
Cysatus J,41.33
Inghirami T,41.21
Biela G,41.09
Heinsius G,41.09
Lagalla P,41.09
Phocylides M,41.09
Pontanus O,41.09
Aston L,40.97
Fracastorius Z,40.97
Haidinger B,40.97
Letronne G,40.97
Patricia,40.97
Rabbi Levi T,40.97
Barocius N,40.85
Bela,40.85
Struve D,40.72
Swift,40.72
Abulfeda M,40.6
Pallas A,40.6
Poncelet S,40.6
Street D,40.6
Mairan D,40.48
Mee J,40.48
Littrow F,40.36
Mercurius H,40.36
Russell E,40.36
Geber C,40.24
Santbech S,40.24
Vendelinus D,40.24
Cleomedes J,40.12
Anaximenes E,40
Harpalus C,40
Chauvenet U,39.88
Krasnov A,39.88
Walther R,39.88
Babcock K,39.76
Gaudibert J,39.76
Hercules E,39.76
Herodotus A,39.76
Lalande C,39.76
Webb H,39.76
Young S,39.76
Furnerius N,39.64
La Condamine D,39.64
Borda F,39.52
Colombo T,39.52
Plato Y,39.52
Hartwig A,39.4
Abel K,39.28
Curtius C,39.28
Volkov F,39.28
Abulfeda K,39.17
Blancanus N,39.17
Naumann,39.17
Noggerath P,39.17
Behaim N,39.05
Isidorus A,39.05
Neison C,39.05
Longomontanus W,38.93
Yerkes E,38.93
Cavalerius K,38.81
Cavalerius L,38.81
Cook G,38.81
Doppelmayer P,38.81
Goldschmidt B,38.81
Dubyago F,38.69
Gemma Frisius K,38.69
Herschel C,38.69
Deluc T,38.58
Democritus A,38.58
Hesiodus B,38.58
Metius G,38.58
Longomontanus Q,38.46
Norman,38.46
Reiner A,38.46
Macrobius E,38.34
Cleostratus L,38.23
Xenophanes C,38.23
Bessarion,38.11
Pizzetti C,38.11
Pontanus N,38.11
Tacitus F,38.11
Brewster,37.99
Lame N,37.99
Schluter U,37.99
Weiss B,37.99
Wohler B,37.99
Mason B,37.76
Morozov C,37.76
Rosenberger G,37.76
Vieta E,37.76
Weigel C,37.65
Epigenes D,37.53
Parrot Y,37.53
Wilhelm S,37.53
Lindenau D,37.42
Pons H,37.3
Wichmann,37.3
Bode B,37.19
Tannerus N,37.19
Almanon A,37.07
Parrot S,37.07
Fourier N,36.96
Alpetragius B,36.85
Curtius H,36.85
Paracelsus H,36.85
Ball B,36.73
Bombelli,36.73
Marconi C,36.73
De Sitter G,36.62
Kane G,36.62
Gemma Frisius Z,36.51
Bayer U,36.39
Palmieri B,36.39
Rheita C,36.39
Apianus W,36.28
De Morgan,36.28
Hell M,36.28
Stiborius J,36.28
Wargentin H,36.28
Aliacensis D,36.17
Delambre B,36.17
Ideler B,36.17
Muller O,36.06
Nearch H,36.06
Jacobi K,35.95
Longomontanus M,35.95
Pitatus D,35.95
Proclus C,35.95
Krafft E,35.83
Lockyer A,35.83
Nielsen,35.83
Regiomontanus B,35.83
Repsold W,35.83
Rothmann E,35.83
Wollaston,35.83
De Vico S,35.72
Maurolycus T,35.72
Carpenter W,35.61
Fourier P,35.61
Huggins A,35.61
Albategnius T,35.5
Lame K,35.5
Wurzelbauer C,35.5
Phocylides L,35.39
Sabatier,35.39
Chauvenet L,35.28
Kinau L,35.28
Thebit J,35.28
De La Rue R,35.17
Gauricus C,35.17
Watt E,35.17
Asclepi C,35.06
Drebbel H,35.06
Reichenbach S,35.06
Reimarus S,35.06
Endymion L,34.95
Legendre M,34.95
Angstrom,34.84
Cavalerius E,34.84
Janssen H,34.84
Apollonius M,34.73
Lansberg G,34.73
Pythagoras P,34.73
Webb F,34.73
Al-Biruni C,34.62
Damoiseau F,34.62
Gassendi T,34.62
Mersenius E,34.62
Maginus V,34.51
Bayer M,34.4
Gruemberger C,34.4
Kepler D,34.4
Zollner G,34.4
Mee R,34.3
Schroter W,34.3
Cleomedes P,34.19
Marco Polo K,34.19
Poncelet R,34.19
Riccius S,34.19
Stevinus F,34.19
Hortensius A,34.08
Petermann S,34.08
Pontanus A,34.08
Vitello G,34.08
Focas U,33.97
Werner F,33.97
Holden T,33.86
Cassini E,33.76
Manzinus N,33.76
Young R,33.76
Godin A,33.65
Lindenau G,33.65
Glazenap F,33.54
Lohrmann E,33.54
Wrottesley A,33.54
Cassini B,33.44
Ptolemaeus G,33.44
Stofler M,33.44
Gore,33.33
J. Herschel D,33.33
Parrot O,33.33
Weinek A,33.33
Bayer V,33.22
Biela F,33.22
Gruithuisen B,33.22
Russell F,33.22
Schiller D,33.22
Carpenter T,33.01
Plato D,33.01
Simpelius N,33.01
Maginus U,32.91
Eudoxus D,32.8
Hanno F,32.8
Kies B,32.8
Endymion M,32.7
Gemma Frisius Q,32.7
Gerard J,32.7
Lilius R,32.7
Bohnenberger F,32.59
Blancanus G,32.49
Neander B,32.49
Schickard D,32.49
Wargentin P,32.49
Burnham M,32.38
Hell E,32.38
Posidonius M,32.38
Airy H,32.28
Grimaldi C,32.28
Crile,32.17
Jacobi M,32.17
Nasireddin B,32.17
Flamsteed B,32.07
Fra Mauro A,32.07
Luther,32.07
Pierazzo,32.07
Santbech K,32.07
Baco O,31.76
Drebbel L,31.76
Kinau K,31.76
Lexell G,31.76
Lilius M,31.66
Maury M,31.66
Oken L,31.66
Pythagoras M,31.66
Firmicus F,31.56
Hayn M,31.56
Lubbock H,31.56
Maginus Q,31.56
Santbech P,31.56
Brayley B,31.45
Desargues K,31.45
Watt A,31.45
Andel F,31.35
Berzelius T,31.35
Celsius E,31.35
Moigno C,31.35
Shuckburgh E,31.35
Clairaut H,31.25
Ameghino,31.15
Oenopides L,31.15
G. Bond A,31.05
Galen,30.94
Stofler O,30.84
Schiller J,30.74
Bessarion D,30.64
Fontenelle M,30.64
Phocylides Z,30.64
Pingre X,30.54
Romer M,30.54
Gruithuisen P,30.44
Pico E,30.44
Fernelius B,30.34
Firmicus G,30.24
Gassendi J,30.24
Grimaldi H,30.24
Marinus J,30.24
Snellius X,30.24
Flamsteed C,30.14
Maskelyne C,30.14
Cleostratus M,30.04
Maginus M,30.04
McClure N,30.04
Mee T,30.04
Scheiner L,30.04
Firmicus E,29.94
Van Biesbroeck,29.94
Xenophanes M,29.94
Dubyago R,29.85
Galvani D,29.85
Phocylides X,29.85
Webb G,29.85
Beer,29.75
Pingre W,29.75
Plutarch L,29.75
Kant N,29.65
Lepaute L,29.65
Schwabe W,29.65
Baco W,29.55
Cysatus H,29.55
Grimaldi R,29.55
Klein A,29.55
Anaximander H,29.45
Fracastorius N,29.45
Ukert A,29.45
De La Rue P,29.35
Piazzi G,29.35
Rutherfurd D,29.35
W. Bond F,29.35
Walther B,29.35
Wurzelbauer F,29.35
Noggerath F,29.26
Olbers G,29.26
Tacitus C,29.26
Fraunhofer L,29.16
Lansberg B,29.16
Wilkins E,29.16
Cook B,29.06
Mee K,29.06
Lexell H,28.97
Vitello T,28.97
Gauricus J,28.87
Goodacre B,28.87
Gruithuisen M,28.87
Boole B,28.77
Euctemon N,28.77
Santbech H,28.77
Carlini D,28.68
Colombo G,28.68
Meton G,28.68
Petermann X,28.68
Wurzelbauer Y,28.68
Capella H,28.58
Feuillee,28.58
Gemma Frisius F,28.58
Capella J,28.48
Neison A,28.48
Stiborius B,28.48
Weinek D,28.48
Zucchius F,28.48
Langrenus S,28.39
Vendelinus K,28.39
Hipparchus F,28.29
Beaumont F,28.2
Plato C,28.2
Riccius Y,28.2
Tacitus S,28.2
Plana G,28.1
Purbach F,28.1
Cardanus M,28.01
Condorcet X,28.01
Ganskiy F,28.01
Nearch D,28.01
Palmieri G,28.01
Pontanus J,28.01
Brackett,27.91
Dubyago W,27.91
Nasmyth G,27.91
Crozier B,27.82
Rabbi Levi N,27.82
Boussingault D,27.73
Schwabe K,27.73
Vogel A,27.73
Fontana H,27.63
Furnerius X,27.63
Maurolycus J,27.63
Bayer W,27.54
Censorinus H,27.54
Doppelmayer Y,27.54
Wurzelbauer P,27.54
Blancanus F,27.45
Dubyago Z,27.35
Hevelius E,27.35
Neander T,27.35
Elger B,27.26
Santos-Dumont,27.26
Hercules C,27.17
Santbech U,27.17
Schomberger K,27.17
Jacobi L,27.07
Rutherfurd E,27.07
Tacitus E,27.07
Biot D,26.98
Henry N,26.98
Lilius W,26.98
Deluc V,26.89
La Condamine P,26.89
Schiller M,26.89
Orontius B,26.8
Aliacensis E,26.71
Byrgius V,26.71
Lamarck E,26.71
Lassell C,26.71
Le Verrier D,26.71
Riccius O,26.71
Schickard M,26.71
Street T,26.71
Encke E,26.61
J. Herschel R,26.61
Peirescius H,26.61
Encke C,26.52
Fauth A,26.52
Marius D,26.52
Schiller G,26.52
Tisserand B,26.52
Apollonius Y,26.43
De Vico B,26.43
Lacroix L,26.43
Drebbel N,26.34
Furnerius Z,26.34
Hyginus,26.34
Liebig B,26.34
Stiborius N,26.34
Arzachel A,26.25
Barocius D,26.25
Licetus M,26.25
Taruntius U,26.25
Muller A,26.16
Piccolomini N,26.16
Damoiseau BA,26.07
Polybius J,25.98
Sinas E,25.98
Argelander A,25.89
Dubyago M,25.89
Lyot T,25.89
Neander W,25.89
Repsold S,25.89
Snellius C,25.89
Alfraganus F,25.8
Doppelmayer D,25.8
Dubyago K,25.71
Endymion N,25.71
Maury B,25.62
Mee D,25.62
Albategnius N,25.53
Pontanus K,25.53
Kapteyn F,25.44
Neander M,25.44
Phocylides B,25.44
Banachiewicz E,25.35
Gill H,25.35
J. Herschel M,25.35
Schickard L,25.35
Taruntius H,25.35
Weinek E,25.35
Hedin S,25.27
Al-Marrakushi,25.18
Bayer N,25.18
Cajal,25.18
Vogel C,25.18
Biela E,25.09
Cauchy D,25.09
Ammonius,25
Bessarion C,25
Haidinger A,25
Picard K,25
Romer J,24.91
Tannerus L,24.91
Chevallier F,24.83
Schomberger X,24.83
Cuvier C,24.74
Segner A,24.65
Wilhelm M,24.65
Andel N,24.57
Brenner B,24.57
Liebig F,24.57
Metius F,24.57
Trouvelot,24.57
Azophi D,24.48
Blancanus W,24.48
Harding C,24.48
Pentland J,24.48
Wilhelm F,24.48
Gauricus H,24.39
Phillips G,24.39
Phocylides V,24.39
Watt K,24.39
Balmer N,24.31
Bellot A,24.31
Cruger F,24.31
Gartner C,24.31
Mee U,24.31
Ritz J,24.31
Fontana B,24.22
Maskelyne P,24.22
Polybius D,24.22
Louville A,24.13
Proclus M,24.13
Apollonius U,24.05
Legendre H,24.05
Berzelius A,23.96
Burnham F,23.88
Grimaldi X,23.88
Sacrobosco L,23.88
T. Mayer E,23.88
Wilhelm N,23.88
Dubyago X,23.79
Hanno Y,23.79
Ross D,23.79
Soddy P,23.79
Mairan F,23.71
Werner G,23.71
Apianus E,23.62
Riccioli U,23.62
Suess,23.62
Capella B,23.54
J. Herschel K,23.54
Schroter C,23.54
Thebit R,23.54
Wohler F,23.54
Firmicus A,23.46
Goodacre D,23.46
Paracelsus N,23.46
Piazzi B,23.46
Bayer X,23.37
Catharina D,23.37
Crozier L,23.37
Albategnius D,23.29
Zach K,23.29
Anaximenes B,23.2
Bianchini W,23.2
La Condamine N,23.2
Maskelyne B,23.2
Parrot B,23.12
Tannerus K,23.12
Lansberg F,23.04
Maginus W,23.04
Blanchinus K,22.95
Buch E,22.95
Henry A,22.95
Beketov,22.87
Cusanus H,22.87
Eimmart F,22.87
Fontenelle N,22.87
Kinau F,22.87
Lacroix P,22.87
Alfraganus D,22.79
Weinek L,22.79
Draper,22.71
Lick C,22.71
Malinkin,22.71
Nonius R,22.71
Seeliger,22.71
Stiborius G,22.71
Theiler,22.71
Vieta P,22.71
Volta B,22.71
Barocius S,22.62
Censorinus W,22.54
Clairaut P,22.54
Dollond D,22.54
Grimaldi P,22.54
Maginus R,22.54
Struve F,22.54
Wargentin K,22.54
Vitello P,22.54
La Caille F,22.46
Licetus Q,22.46
Rosenberger N,22.46
Hypatia F,22.38
Macrobius Q,22.38
Nearch F,22.38
Baco G,22.3
Milichius A,22.3
Campanus G,22.22
Lagrange X,22.22
Neander Y,22.14
Ritchey M,22.05
Theophilus B,22.05
Boguslawsky A,21.97
Cavalerius C,21.97
Cysatus B,21.97
De Vico G,21.97
Picard M,21.97
Pitiscus L,21.97
Scheiner Y,21.97
Taizo,21.97
Mercator A,21.89
Polybius E,21.89
Repsold A,21.89
Berosus K,21.81
Sasserides B,21.81
Laplace A,21.73
Plato P,21.73
Ptolemaeus K,21.73
Scheiner H,21.73
Auzout U,21.65
Capuanus K,21.65
Stevinus K,21.65
Wilhelm L,21.65
Sasserides E,21.57
Scheiner Q,21.57
Snellius D,21.49
Walther P,21.49
Clavius T,21.42
Fraunhofer T,21.42
Schickard W,21.42
Vaisala,21.42
Zagut F,21.42
Cauchy A,21.34
Elger A,21.34
Hagecius L,21.34
Pentland P,21.34
Pitiscus T,21.34
South E,21.34
Street K,21.34
Licetus A,21.26
Boguslawsky M,21.18
Bowen,21.18
Lacroix B,21.18
McClure B,21.18
Albategnius M,21.02
De Vico H,21.02
Anaximander R,20.87
Stiborius L,20.87
Gaudibert C,20.79
Gemma Frisius U,20.79
Stiborius F,20.79
Condorcet E,20.71
Louville B,20.71
Oken M,20.71
Theophrastus,20.71
Ulugh Beigh M,20.71
Aristillus B,20.63
Brenner C,20.56
Mee L,20.56
Zagut H,20.56
Bouguer B,20.48
Agatharchides L,20.4
Biot E,20.4
Brayley C,20.4
Sasserides K,20.4
Balmer Q,20.33
Bayer T,20.33
Webb X,20.33
Vendelinus H,20.33
Gemma Frisius T,20.25
Grimaldi N,20.25
Lansberg A,20.25
Polybius H,20.25
Artsimovich,20.17
Biela H,20.17
Capella D,20.17
Hercules D,20.17
Maurolycus C,20.17
Zagut N,20.17
Airy N,20.1
Bouvard R,20.1
Plato G,20.1
Ariadaeus A,20.02
Cruger G,20.02
Hainzel S,20.02
Aliacensis C,19.95
Carpenter Y,19.95
Isidorus C,19.95
Nearch J,19.95
Schiller E,19.95
Licetus N,19.87
Plato M,19.87
Rosenberger T,19.87
Wolff B,19.87
Donati A,19.8
Neander X,19.8
Rosenberger L,19.8
Alphonsus J,19.72
Bettinus E,19.72
Cardanus K,19.72
Heinsius J,19.72
Picard P,19.72
Piccolomini X,19.65
Scheiner R,19.57
La Condamine Q,19.5
Palisa C,19.5
Purbach K,19.5
Regiomontanus J,19.5
Schiller R,19.5
Stevinus A,19.5
Yangel',19.5
Hercules J,19.42
Markov F,19.42
Cassini M,19.35
Cavalerius W,19.35
Harpalus H,19.35
Wurzelbauer O,19.35
Gruemberger E,19.28
Hagecius P,19.28
Cichus F,19.2
Firmicus H,19.2
Plato Q,19.2
Street L,19.2
Weiss D,19.2
Auzout V,19.13
de Gasparis F,19.13
La Caille A,19.13
Lick E,19.13
Piazzi Smyth V,19.13
Piccolomini H,19.13
Fourier R,19.06
Fracastorius Q,19.06
Lilius H,19.06
Mee M,19.06
Plato O,19.06
Wrottesley B,19.06
Ariadaeus B,18.98
Santbech Y,18.98
Weigel F,18.98
Gassendi F,18.91
Messier D,18.91
Schickard X,18.84
Bettinus H,18.76
Donati C,18.76
La Condamine K,18.76
Nicolai J,18.76
Santbech X,18.76
Vieta D,18.76
Aliacensis G,18.69
Cyrillus G,18.69
Hevelius D,18.69
Littrow D,18.69
Kinau B,18.62
Webb W,18.62
Wolf H,18.62
Aristarchus Z,18.55
Brenner J,18.55
Meton W,18.55
Beaumont G,18.48
Hipparchus U,18.48
Klaproth D,18.48
Proctor E,18.48
Fernelius D,18.4
Mercator B,18.4
Mercator C,18.4
Mitchell E,18.4
Mouchez B,18.4
Plato J,18.4
Arzachel B,18.33
Harpalus B,18.33
Maurolycus K,18.33
Curtius L,18.26
Dove Z,18.26
Eudoxus B,18.26
Piazzi H,18.26
South C,18.26
Walther G,18.26
Wilhelm Z,18.26
Bayer R,18.19
Hyginus A,18.19
Purbach S,18.19
Auzout R,18.12
Lalande B,18.12
Reiner H,18.12
Stevinus S,18.12
Barocius EC,18.05
Heis D,18.05
Archimedes C,17.98
Gartner D,17.98
Lohrmann N,17.98
Maginus X,17.98
Clavius R,17.91
Pons L,17.91
Lilius U,17.84
T. Mayer D,17.84
Hedin R,17.77
Walther T,17.77
Hippalus A,17.7
Cardanus G,17.63
Goldschmidt C,17.63
Maury D,17.63
Breislak E,17.56
Hevelius L,17.56
Lamarck B,17.56
Mee X,17.56
Bessarion E,17.49
Brenner D,17.49
Jacobi H,17.49
Tycho H,17.49
Ulugh Beigh B,17.49
Auwers A,17.42
Cleomedes S,17.42
Pontecoulant H,17.42
Schiaparelli A,17.42
Taylor D,17.42
Clausius A,17.35
Ansgarius M,17.28
Burckhardt G,17.28
Dubyago G,17.28
Lagrange J,17.28
Phillips H,17.28
Piccolomini K,17.28
Young B,17.28
Copernicus B,17.21
Gould P,17.21
Hall J,17.21
Maginus J,17.21
Wilkins B,17.21
Anaximander U,17.15
Cuvier G,17.15
Azophi J,17.08
Fontenelle S,17.08
Rabbi Levi Q,17.08
Harpalus E,17.01
Phillips C,17.01
Nearch M,16.94
Wilhelm V,16.94
Auzout L,16.88
Gruithuisen E,16.88
De Vico K,16.81
Plato T,16.81
Doppelmayer W,16.74
Phocylides D,16.74
Fontenelle X,16.67
Arzachel D,16.61
Kopff B,16.61
Lexell F,16.61
Lubbock C,16.61
Olbers H,16.61
Proclus Y,16.61
Albategnius L,16.54
J. Herschel L,16.54
Letronne F,16.54
Bayer G,16.47
Picard L,16.47
Santbech D,16.47
Suess B,16.47
Torricelli F,16.41
Cichus N,16.34
J. Herschel B,16.34
Saunder A,16.34
Busching C,16.27
Draper C,16.27
Maraldi A,16.21
Schomberger J,16.21
Archytas U,16.14
Brenner H,16.14
Dembowski B,16.14
Democritus D,16.14
Letronne K,16.14
Mee V,16.14
W. Bond C,16.14
Wohler D,16.14
Hercules B,16.08
Jansen H,16.08
La Condamine E,16.08
Opelt E,16.08
Sarabhai,16.08
Vendelinus Z,16.08
Bouguer A,16.01
Breislak B,16.01
Deluc L,16.01
Neison B,16.01
Palisa D,16.01
Street F,16.01
Jacobi N,15.95
Jomo,15.95
Kelvin A,15.95
Lindenau E,15.95
Scheiner K,15.95
Gassendi G,15.88
Maurolycus H,15.88
Proctor A,15.88
Rothmann A,15.88
Scheiner X,15.88
Wurzelbauer W,15.88
Egede G,15.82
Eimmart A,15.82
Lindenau F,15.82
Schwabe X,15.82
Tralles C,15.82
Vitello E,15.82
Birmingham B,15.75
Euctemon K,15.75
Glaisher F,15.75
Licetus T,15.75
Rhaeticus M,15.75
Rheita N,15.69
Taruntius B,15.69
